municipio,nome,numero,situacao,estado
PEDRÃO,LUIZ CARLOS BASTOS PRATA,11,Não eleito,ba
PEDRÃO,MARCILIO MENEZES,15,Eleito,ba
PIATÃ,MARCOS PAULO SANTOS AZEVEDO,55,Eleito,ba
PIATÃ,SEBASTIÃO THIAGO CARVALHO DULTRA FILHO,40,Não eleito,ba
PILÃO ARCADO,GUARABIRA QUEIROZ LIMA,33,Não eleito,ba
PILÃO ARCADO,LEOSMIR ATANAZIO GAMA,13,Eleito,ba
PILÃO ARCADO,LUIZ ROGERIO DIAS DA SILVA,55,Não eleito,ba
PINDAÍ,IONALDO AURELIO PRATES,70,Não eleito,ba
PINDAÍ,JOÃO EVANGELISTA VEIGA PEREIRA,11,Eleito,ba
PINDOBAÇU,DAVID MENEZES FARIAS,55,Eleito,ba
PINDOBAÇU,RUI MANOEL RIBEIRO CAMACAN FILHO,15,Não eleito,ba
PINTADAS,VALCYR ALMEIDA RIOS,13,Eleito,ba
PINTADAS,ROGÉRIO EPIFÂNIO DE ALMEIDA,70,Não eleito,ba
PIRAÍ DO NORTE,ULYSSES ARAÚJO DE MENEZES VEIGA,13,Não eleito,ba
PIRAÍ DO NORTE,HELITON FABIANO TAVARES DA SILVA PEREIRA,11,Eleito,ba
PIRAÍ DO NORTE,IOSSIMARA NUNES SILVA,50,Não eleito,ba
PIRIPÁ,ADRIANO PEREIRA BILAC,70,Não eleito,ba
PIRIPÁ,CRISTIANO SANTOS SILVA,55,Eleito,ba
PIRITIBA,MOISES DIAS FERREIRA,15,Não eleito,ba
PIRITIBA,LEANDRA BELITARDO BARRETTO DE ANDRADE LIMA,77,Eleito,ba
PIRITIBA,URIVAL LIMA SOUZA FILHO,22,Não eleito,ba
PLANALTINO,JOSEVAL ALVES BRAGA,55,Não eleito,ba
PLANALTINO,RONALDO LISBOA DA SILVA,13,Eleito,ba
PLANALTINO,EVANILDO JOSEMAR FERREIRA RIBEIRO,44,Não eleito,ba
PLANALTO,EDILSON DUARTE DA CUNHA,11,Não eleito,ba
PLANALTO,CLOVES ALVES ANDRADE,13,Eleito,ba
POJUCA,ADRIANO DOS SANTOS CARDOSO,40,Não eleito,ba
POJUCA,EDMAR CORDARA FARIAS,70,Não eleito,ba
POJUCA,CARLOS EDUARDO UMBELINO DOS SANTOS,77,Não eleito,ba
POJUCA,LUIZ CARLOS COSTA TRINCHÃO,55,Eleito,ba
PONTO NOVO,JOSE VENANCIO SOBRINHO,15,Não eleito,ba
PONTO NOVO,FABIANE AZEVEDO MAIA DE OLIVEIRA,55,Eleito,ba
PORTO SEGURO,GABRIELLA BORGES DE SOUZA,50,Não eleito,ba
PORTO SEGURO,CLÁUDIA SILVA SANTOS OLIVEIRA,55,Não eleito,ba
PORTO SEGURO,JANIO NATAL ANDRADE BORGES,22,Eleito,ba
PORTO SEGURO,ALYSON MONTEZANO DE FREITAS,30,Não eleito,ba
PORTO SEGURO,LUIGI ROTUNNO,45,Não eleito,ba
POTIRAGUÁ,ELIAS DE CARVALHO FILHO,70,Eleito,ba
POTIRAGUÁ,MAURICIO FILHO PORTUGAL,55,Não eleito,ba
POTIRAGUÁ,TONISLEI SANTA CRUZ DO NASCIMENTO,18,Não eleito,ba
POÇÕES,LUCIANO ARAUJO MASCARENHAS,55,Não eleito,ba
POÇÕES,IRENILDA CUNHA DE MAGALHÃES,65,Eleito,ba
POÇÕES,DIOGO CHULÚ COSTA LETO,30,Não eleito,ba
PRADO,WILSON ALVES DE BRITO FILHO,11,Não eleito,ba
PRADO,ELIVALDO DA SILVA COSTA,22,Não eleito,ba
PRADO,GILVAN DA SILVA SANTOS,55,Eleito,ba
PRESIDENTE DUTRA,ZOROELIO PEREIRA MACHADO,55,Não eleito,ba
PRESIDENTE DUTRA,ROBERTO CARLOS ALVES DE SOUZA,15,Eleito,ba
PRESIDENTE JÂNIO QUADROS,LELIO ALVES BRITO JUNIOR,13,Eleito,ba
PRESIDENTE JÂNIO QUADROS,CELSO DA ROCHA TEIXEIRA,70,Não eleito,ba
PRESIDENTE JÂNIO QUADROS,MIGUEL DE OLIVEIRA,15,Não eleito,ba
PRESIDENTE TANCREDO NEVES,NEDILZA MASCARENHAS DE SANTANA,35,Não eleito,ba
PRESIDENTE TANCREDO NEVES,JOÃO SANTANA NETO,55,Não eleito,ba
PRESIDENTE TANCREDO NEVES,JOSUE PAULO DOS SANTOS FILHO,70,Eleito,ba
PÉ DE SERRA,ZEDIVAN DE FREITAS RIOS,44,Eleito,ba
PÉ DE SERRA,EDGAR CARNEIRO MIRANDA,55,Não eleito,ba
QUEIMADAS,CLEMENTINO JOSE DOS SANTOS RODRIGUES,13,Não eleito,ba
QUEIMADAS,RICARDO MARCOS BATISTA LOPES,55,Eleito,ba
QUIJINGUE,SAULO RODRIGO SANTANA CARDOSO,13,Não eleito,ba
QUIJINGUE,JOSÉ ROMERO ROCHA MATOS FILHO,70,Eleito,ba
QUIXABEIRA,AELSON DE OLIVEIRA ALMEIDA,13,Não eleito,ba
QUIXABEIRA,EDINALDO OLIVEIRA RIOS,44,Eleito,ba
RAFAEL JAMBEIRO,CIBELE OLIVEIRA DE CARVALHO,13,Não eleito,ba
RAFAEL JAMBEIRO,MARINALVO FERNANDES SERRA,44,Eleito,ba
REMANSO,MARCOS CARVALHO PALMEIRA,65,Eleito,ba
REMANSO,PEDRO PAULO MARIANO ROSAL MARTINS,55,Não eleito,ba
RETIROLÂNDIA,NAYARA CUNHA DA SILVA,13,Não eleito,ba
RETIROLÂNDIA,JOSÉ EGNILDO DOS SANTOS,40,Eleito,ba
RIACHO DE SANTANA,JOAO VITOR MARTINS LARANJEIRA,55,Eleito,ba
RIACHO DE SANTANA,ALAN ANTONIO VIEIRA,15,Não eleito,ba
RIACHÃO DAS NEVES,MOAB NASCIMENTO DE SANTANA,10,Eleito,ba
RIACHÃO DAS NEVES,JONNICLEI SILVA DOS SANTOS,55,Não eleito,ba
RIACHÃO DO JACUÍPE,ESAU DA SILVA,15,Não eleito,ba
RIACHÃO DO JACUÍPE,JUAREZ OLIVEIRA CARNEIRO,18,Não eleito,ba
RIACHÃO DO JACUÍPE,JOSÉ CARLOS DE MATOS SOARES,44,Eleito,ba
RIACHÃO DO JACUÍPE,JOSE RAMIRO FERREIRA FILHO,55,Não eleito,ba
RIBEIRA DO AMPARO,LOURIVAL HIGINO DA SILVA FILHO,13,Não eleito,ba
RIBEIRA DO AMPARO,TETIANA DE PAULA FONTES CEDRO BRITTO,15,Eleito,ba
RIBEIRA DO POMBAL,ERIKSSON SANTOS SILVA,15,Eleito,ba
RIBEIRA DO POMBAL,BRENNO DE MELO GOMES CALASANS,11,Não eleito,ba
RIBEIRÃO DO LARGO,HIGO LOPES ROCHA,20,Não eleito,ba
RIBEIRÃO DO LARGO,ANDRÉ LUIS ALVES MEDEIROS,40,Não eleito,ba
RIBEIRÃO DO LARGO,JESUINA MOREIRA BORGES,70,Eleito,ba
RIO DE CONTAS,CELIO EVANGELISTA DA SILVA,55,Eleito,ba
RIO DE CONTAS,ILZINETE PIRES CORREIA DA SILVA,70,Não eleito,ba
RIO DO ANTÔNIO,MARCÍLIO GLAUBER RODRIGUES MENDES,10,Não eleito,ba
RIO DO ANTÔNIO,GERSON DE SOUZA RIBEIRO,40,Eleito,ba
RIO DO PIRES,HYRAN MICHEL MENDONÇA MARQUES,55,Não eleito,ba
RIO DO PIRES,JOSE MARCOS PEREIRA,70,Eleito,ba
RIO REAL,GIANCARLO ALVES DE ALCANTARA SOUZA,43,Eleito,ba
RIO REAL,JOSEANE DA SILVA GUIMARÃES DO NASCIMENTO,70,Não eleito,ba
RIO REAL,HENIO LUCAS SANTOS CARDOSO,11,Não eleito,ba
RODELAS,GERALDO JACKSON MENEZES LIMA,11,Não eleito,ba
RODELAS,EMANUEL RODRIGUES FERREIRA,65,Eleito,ba
RUY BARBOSA,SAULO ROBERIO LEAL DIAS,44,Não eleito,ba
RUY BARBOSA,MARIVALDO LEITE NASCIMENTO,55,Não eleito,ba
RUY BARBOSA,JOSÉ BONIFÁCIO MARQUES DOURADO,15,Não eleito,ba
RUY BARBOSA,WEBSTON ANDRADE DA SILVA,12,Não eleito,ba
SALINAS DA MARGARIDA,MARLETH SANTOS DIAS,70,Não eleito,ba
SALINAS DA MARGARIDA,MARIA DE FÁTIMA PÊPE CERQUEIRA,55,Eleito,ba
SALINAS DA MARGARIDA,MANOEL DIAS DE ALBUQUERQUE FILHO,15,Não eleito,ba
SALVADOR,SILVANO ALVES DE SOUZA,29,Não eleito,ba
SALVADOR,BRUNO SOARES REIS,44,Eleito,ba
SALVADOR,VICTOR BRUNO MARINHO PEREIRA,16,Não eleito,ba
SALVADOR,KLEBER ROSA DE SOUZA,50,Não eleito,ba
SALVADOR,ESLANE SILVA DA PAIXÃO,80,Não eleito,ba
SALVADOR,GERALDO ALVES FERREIRA JÚNIOR,15,Não eleito,ba
SALVADOR,GIOVANI DAMICO,21,Não eleito,ba
SANTA BRÍGIDA,CARLOS CLERISTON SANTANA GOMES,13,Não eleito,ba
SANTA BRÍGIDA,EDJANIO DA SILVA MARTINS,55,Não eleito,ba
SANTA BRÍGIDA,ELTON CARLOS MAGALHÃES,20,Eleito,ba
SANTA BÁRBARA,ENOCK GOMES DE JESUS,35,Não eleito,ba
SANTA BÁRBARA,GESSE ESTRELA PINHEIRO,13,Não eleito,ba
SANTA BÁRBARA,EDIFRANCIO DE JESUS OLIVEIRA,55,Eleito,ba
SANTA CRUZ CABRÁLIA,ISZAEL FERNANDES GOMES,13,Não eleito,ba
SANTA CRUZ CABRÁLIA,AZIZ ALBERTO RAMOS SANTOS FILHO,33,Não eleito,ba
SANTA CRUZ CABRÁLIA,GIRLEI LIMA NAZARETH,12,Eleito,ba
SANTA CRUZ CABRÁLIA,CARLOS DE JESUS VIEIRA,20,Não eleito,ba
SANTA CRUZ CABRÁLIA,LOREDANO ALEIXO PEREIRA DOS SANTOS JUNIOR,44,Não eleito,ba
SANTA CRUZ DA VITÓRIA,JACKSON BONFIM DE CASTRO,13,Não eleito,ba
SANTA CRUZ DA VITÓRIA,MAURÍCIO LOPES DOS SANTOS,55,Eleito,ba
SANTA INÊS,SANDRO SANTOS SILVA,13,Eleito,ba
SANTA INÊS,JULIANA DOS SANTOS FERREIRA NETA,36,Não eleito,ba
SANTA LUZIA,FERNANDO SCHUELER BRITO,70,Eleito,ba
SANTA LUZIA,CINARA ASSIS SANTOS,55,Não eleito,ba
SANTA MARIA DA VITÓRIA,ANTONIO ELSON MARQUES DA SILVA,44,Eleito,ba
SANTA MARIA DA VITÓRIA,LEANDRO DE SOUZA QUEIROZ,55,Não eleito,ba
SANTA RITA DE CÁSSIA,OGIER SILVA FURTADO,35,Não eleito,ba
SANTA RITA DE CÁSSIA,ROMUALDO RODRIGUES SETUBAL,11,Não eleito,ba
SANTA RITA DE CÁSSIA,ELOY BARBOSA GUEDES FILHO,18,Não eleito,ba
SANTA RITA DE CÁSSIA,JOSÉ BENEDITO ROCHA ARAGÃO,55,Eleito,ba
SANTA TEREZINHA,AILTON DE OLIVEIRA SANTANA,13,Não eleito,ba
SANTA TEREZINHA,AGNALDO FIGUEIREDO ANDRADE,55,Eleito,ba
SANTALUZ,PAULO VIANA CUNHA,22,Não eleito,ba
SANTALUZ,ARISMÁRIO BARBOSA JUNIOR,70,Eleito,ba
SANTALUZ,ELEILTON DOS REIS LIMA,55,Não eleito,ba
SANTANA,ALEX TYAGO MOREIRA QUEIROZ,11,Não eleito,ba
SANTANA,JOSÉ RAUL ALKMIM LEÃO,15,Eleito,ba
SANTANÓPOLIS,VALÉRIO RIBEIRO COÊLHO,20,Não eleito,ba
SANTANÓPOLIS,GILSON CERQUEIRA ALMEIDA,15,Eleito,ba
SANTO AMARO,JOSÉ LEONARDO PIMENTEL CAVALCANTE JUNIOR,13,Não eleito,ba
SANTO AMARO,GIOVANNA FERREIRA DA COSTA,50,Não eleito,ba
SANTO AMARO,FLAVIANO ROHRS DA SILVA BONFIM,44,Eleito,ba
SANTO AMARO,JERONILDO DA PURIFICAÇÃO SANCHES,15,Não eleito,ba
SANTO ANTÔNIO DE JESUS,GENIVAL DEOLINO SOUZA,45,Eleito,ba
SANTO ANTÔNIO DE JESUS,EUVALDO DE ALMEIDA ROSA,55,Não eleito,ba
SANTO ANTÔNIO DE JESUS,EDVALDO SOUZA DOS SANTOS,35,Não eleito,ba
SANTO ESTEVÃO,HUGO NOGUEIRA DA CUNHA,15,Não eleito,ba
SANTO ESTEVÃO,DERMEVAL FREITAS DA SILVA PASSOS,13,Não eleito,ba
SANTO ESTEVÃO,TIAGO GOMES DIAS,44,Eleito,ba
SAPEAÇU,ÉDER GALVÃO DE AMORIM,77,Não eleito,ba
SAPEAÇU,RAMON DE SENA SOUZA,10,Eleito,ba
SAPEAÇU,VENICIUS DUARTE BARROS,13,Não eleito,ba
SAUBARA,FELIPE SUZART DA SILVA,70,Eleito,ba
SAUBARA,LUCAS ABDALA DE SANTANA MAIA,10,Não eleito,ba
SAUBARA,LIVIA JACKLINE ALVES DE SANTANA DAS VIRGENS,45,Não eleito,ba
SAÚDE,AUCICLEI COSTA RODRIGUES,55,Eleito,ba
SAÚDE,ADRIANA MADALENA GOMES DOS SANTOS,44,Não eleito,ba
SEABRA,DIOGO REIS RODRIGUES TEIXEIRA,28,Não eleito,ba
SEABRA,JOAQUIM INACIO DE SOUZA NETO,65,Eleito,ba
SEABRA,ROSILENE SOUZA DOS SANTOS,11,Não eleito,ba
SEABRA,MARIO DO CARMO PINTO,35,Não eleito,ba
SEBASTIÃO LARANJEIRAS,PEDRO ANTONIO PEREIRA MALHEIROS,40,Eleito,ba
SEBASTIÃO LARANJEIRAS,MANOEL MESSIAS ROCHA SOBRINHO,15,Não eleito,ba
SENHOR DO BONFIM,HELDER LUIZ AMORIM BARBOSA,13,Não eleito,ba
SENHOR DO BONFIM,RIGOBERTO BATISTA DA SILVA,28,Não eleito,ba
SENHOR DO BONFIM,LAÉRCIO MUNIZ DE AZEVEDO JUNIOR,44,Eleito,ba
SENTO SÉ,GISELDA CARVALHO DOS SANTOS RODRIGUES,13,Eleito,ba
SENTO SÉ,EDNALDO DOS SANTOS BARROS,45,Não eleito,ba
SERRA DO RAMALHO,ALBERTO ANISIO SOUTO GODOY,77,Não eleito,ba
SERRA DO RAMALHO,ELI CARLOS DOS ANJOS SANTOS,45,Eleito,ba
SERRA DO RAMALHO,JUCA DA COSTA MACHADO,13,Não eleito,ba
SERRA DOURADA,ENILSON FAGUNDES CAMELO,44,Não eleito,ba
SERRA DOURADA,AUZENILDO SOUSA COSTA,13,Eleito,ba
SERRA PRETA,EDMILSON AZEVEDO BARBOSA,50,Não eleito,ba
SERRA PRETA,FRANKLIN LEITE DA SILVA,70,Eleito,ba
SERRA PRETA,EVANDRO FIGUEREDO PEDREIRA,40,Não eleito,ba
SERRINHA,CLAUDIONOR FERREIRA DA SILVA FILHO,55,Não eleito,ba
SERRINHA,CYRO OLIVEIRA SILVA NOVAIS,15,Eleito,ba
SERRINHA,VIVIANY LUCIANA ANDRADE ELOI,10,Não eleito,ba
SERRINHA,JORGE ROQUE LYRIO,18,Não eleito,ba
SERRINHA,ELYDIR PEREIRA VITORIA,28,Não eleito,ba
SERROLÂNDIA,GILDO MOTA BISPO,65,Eleito,ba
SERROLÂNDIA,JOSÉ GONÇALVES DE OLIVEIRA,55,Não eleito,ba
SERROLÂNDIA,JOSÉ ROBERTO SANTOS ANDRADE,10,Não eleito,ba
SIMÕES FILHO,CARLOS EDUARDO SANTOS DA SILVA,50,Não eleito,ba
SIMÕES FILHO,EDSON ALMEIDA DE JESUS,55,Não eleito,ba
SIMÕES FILHO,DEVALDO SOARES DE SOUZA,44,Eleito,ba
SOBRADINHO,REGIS CLEIVYS SAMPAIO BENTO,55,Eleito,ba
SOBRADINHO,LUIZ VICENTE BERTI TORRES SANJUAN,70,Não eleito,ba
SOUTO SOARES,MARIA DE LURDES PEREIRA DOS SANTOS,40,Não eleito,ba
SOUTO SOARES,LUCAS TADEU DE OLIVEIRA,13,Eleito,ba
SÁTIRO DIAS,ANTONIO COSME DIAS DOS SANTOS,10,Não eleito,ba
SÁTIRO DIAS,PEDRO RAIMUNDO SANTANA DA CRUZ,55,Eleito,ba
SÃO DESIDÉRIO,JOAO ANTONIO RODRIGUES LINHARES,11,Eleito,ba
SÃO DESIDÉRIO,EDSON CARLOS BATISTA,10,Não eleito,ba
SÃO DESIDÉRIO,JANIO DE CARVALHO NUNES,55,Não eleito,ba
SÃO DOMINGOS,IZAQUE RIOS DA COSTA JUNIOR,15,Não eleito,ba
SÃO DOMINGOS,ILARIO ANTONIO NETO RIOS CARNEIRO,55,Eleito,ba
SÃO FELIPE,BARBARA JAMILLE VIEIRA DE CONI E MOURA,44,Não eleito,ba
SÃO FELIPE,ANTÔNIO GREGÓRIO DE OLIVEIRA BARBOSA,55,Eleito,ba
SÃO FRANCISCO DO CONDE,ROSANGELA VALENTIM DE JESUS,65,Não eleito,ba
SÃO FRANCISCO DO CONDE,ANTONIO CARLOS VASCONCELOS CALMON,11,Eleito,ba
SÃO FÉLIX,GILDO ARAUJO JUNIOR,55,Não eleito,ba
SÃO FÉLIX,JOSE GERALDO TOSTA ALBERGARIA DA SILVA,77,Eleito,ba
SÃO FÉLIX DO CORIBE,ZENUBIA ALVES DOS SANTOS,40,Não eleito,ba
SÃO FÉLIX DO CORIBE,TONI MARCOS SANTOS,11,Eleito,ba
SÃO GABRIEL,JAMILSON MACHADO ROCHA JUNIOR,15,Não eleito,ba
SÃO GABRIEL,MATEUS MACHADO ROCHA,13,Eleito,ba
SÃO GONÇALO DOS CAMPOS,ALEXSANDRO RIBEIRO MARQUES,20,Não eleito,ba
SÃO GONÇALO DOS CAMPOS,ANTONIO DESSA CARDOZO,55,Não eleito,ba
SÃO GONÇALO DOS CAMPOS,ANTÔNIO JOSÉ DOS SANTOS CAZUMBÁ,18,Não eleito,ba
SÃO GONÇALO DOS CAMPOS,TARCÍSIO TORRES PEDREIRA,44,Eleito,ba
SÃO GONÇALO DOS CAMPOS,JOSE CARLOS DA SILVA ARAUJO,13,Não eleito,ba
SÃO JOSÉ DA VITÓRIA,RODSON PEREIRA COSTA,20,Eleito,ba
SÃO JOSÉ DA VITÓRIA,ELIEUDA MARIA ALVES CORDEIRO,33,Não eleito,ba
SÃO JOSÉ DA VITÓRIA,DAMIÃO DE SOUZA CONCEIÇÃO,11,Não eleito,ba
SÃO JOSÉ DO JACUÍPE,ALBERLAN PERIS MOREIRA DA CUNHA,11,Eleito,ba
SÃO JOSÉ DO JACUÍPE,JOSE ROBSON VILAS BOAS RIOS,70,Não eleito,ba
SÃO MIGUEL DAS MATAS,ROQUE JOSÉ DE SOUZA,40,Não eleito,ba
SÃO MIGUEL DAS MATAS,VALDELINO DE JESUS SANTOS,45,Eleito,ba
SÃO MIGUEL DAS MATAS,MANOEL ALVES BOMFIM,13,Não eleito,ba
SÃO SEBASTIÃO DO PASSÉ,ÂNGELO MÁRIO DO SACRAMENTO SANTOS,13,Não eleito,ba
SÃO SEBASTIÃO DO PASSÉ,MARIA NILZA DA MATA SANTANA,55,Eleito,ba
SÃO SEBASTIÃO DO PASSÉ,EVALDO BARBOSA FIRES,22,Não eleito,ba
SÍTIO DO MATO,ALFREDO DE OLIVEIRA MAGALHÃES JUNIOR,44,Eleito,ba
SÍTIO DO MATO,CÁSSIO GUIMARÃES CURSINO,55,Não eleito,ba
SÍTIO DO MATO,ROBERTO DE SOUZA ANJOS,20,Não eleito,ba
SÍTIO DO QUINTO,BENEDITO JOSE DE JESUS REIS,55,Eleito,ba
SÍTIO DO QUINTO,MORGANA NASCIMENTO SILVA,70,Não eleito,ba
TABOCAS DO BREJO VELHO,JESUALDO ALMEIDA DOS REIS,35,Não eleito,ba
TABOCAS DO BREJO VELHO,FLAVIO DA SILVA CARVALHO,55,Eleito,ba
TABOCAS DO BREJO VELHO,HUMBERTO PEREIRA DA SILVA,70,Não eleito,ba
TANHAÇU,VALDEMIR BRITO AGUIAR GONDIM,55,Eleito,ba
TANHAÇU,JOÃO FRANCISCO SANTOS,70,Não eleito,ba
TANHAÇU,FELIPPE LIMA NOVAIS AGUIAR,13,Não eleito,ba
TANQUE NOVO,ALEX BATISTA CARDOSO,43,Não eleito,ba
TANQUE NOVO,PAULO RICARDO BONFIM CARNEIRO,11,Eleito,ba
TANQUINHO,FABIANO DOS SANTOS PEREIRA,11,Não eleito,ba
TANQUINHO,ELIEL FERREIRA DE JESUS,12,Não eleito,ba
TANQUINHO,JOSÉ LUIZ DOS SANTOS REIS,13,Eleito,ba
TAPEROÁ,CHRISTIANNE MARY PEREIRA GUIMARÃES,70,Eleito,ba
TAPEROÁ,TICIANO LISBOA MATTOS,12,Não eleito,ba
TAPIRAMUTÁ,ROBERTO VENÂNCIO DOS SANTOS,65,Eleito,ba
TAPIRAMUTÁ,LUCIANO NERY MARQUES,11,Não eleito,ba
TEIXEIRA DE FREITAS,EUJACIO SAMUEL DANTAS DE OLIVEIRA,55,Não eleito,ba
TEIXEIRA DE FREITAS,ULDURICO ALENCAR PINTO,15,Não eleito,ba
TEIXEIRA DE FREITAS,MARCELO GUSMÃO PONTES BELITARDO,44,Eleito,ba
TEIXEIRA DE FREITAS,RAFAEL LEMOS RODRIGUES,11,Não eleito,ba
TEIXEIRA DE FREITAS,ANACLETO FRANÇA SILVA,22,Não eleito,ba
TEODORO SAMPAIO,JOSENILTON FERREIRA RODRIGUES,55,Não eleito,ba
TEODORO SAMPAIO,JOÃO PAULO VAZ GÓES,70,Eleito,ba
TEOFILÂNDIA,TÉRCIO NUNES OLIVEIRA,11,Não eleito,ba
TEOFILÂNDIA,OSEIAS DOS SANTOS BARBOSA,27,Não eleito,ba
TEOFILÂNDIA,HIGO MOURA MEDEIROS,40,Eleito,ba
TEOLÂNDIA,JOSÉ AILTON ALVES NASCIMENTO,13,Não eleito,ba
TEOLÂNDIA,MARIA BAITINGA DE SANTANA,70,Eleito,ba
TERRA NOVA,MARINEIDE PEREIRA SOARES,13,Não eleito,ba
TERRA NOVA,EDER SAO PEDRO MENEZES,10,Eleito,ba
TERRA NOVA,JASONILDO VITORIO DE AQUINO,12,Não eleito,ba
TERRA NOVA,EDEZIO DOS SANTOS,70,Não eleito,ba
TREMEDAL,JOSE CARLOS VIEIRA BAHIA,70,Eleito,ba
TREMEDAL,MARIA MÔNICA PEREIRA FERRAZ,13,Não eleito,ba
TUCANO,FLAUBERT DE MIRANDA MARQUES,12,Não eleito,ba
TUCANO,AFONSO JESUS DE SOUZA,13,Não eleito,ba
TUCANO,RICARDO MAIA CHAVES DE SOUZA FILHO,15,Eleito,ba
UAUÁ,MARCOS HENRIQUE LOBO ROSA,70,Eleito,ba
UAUÁ,MARCO AURELIO GUIMARÃES SILVEIRA,13,Não eleito,ba
UBAITABA,MARIA DAS GRAÇAS DE DEUS VIANA,70,Eleito,ba
UBAITABA,ASCLEPÍADES DE ALMEIDA QUEIROZ,15,Não eleito,ba
UBATÃ,SIMEIA QUEIROZ DE SOUZA,70,Não eleito,ba
UBATÃ,VINICIUS DO VALE DE SOUZA,13,Eleito,ba
UBATÃ,PAULO CESAR SALES FERREIRA,10,Não eleito,ba
UBAÍRA,LUCIO PASSOS MONTEIRO,55,Não eleito,ba
UBAÍRA,UILDBERGER ALVES RABELO,11,Eleito,ba
UIBAÍ,PEDRO ROCHA FILHO,13,Não eleito,ba
UIBAÍ,AIDERLENE ROCHA LEVI,55,Eleito,ba
UMBURANAS,FABRICIO LOPES RIBEIRO DE ALMEIDA,25,Eleito,ba
UMBURANAS,LANES DA SILVA ROQUE,55,Não eleito,ba
UMBURANAS,VANESSA NUNES GOMES FREIRES,11,Não eleito,ba
UNA,ROGERIO MARTINS BORGES,11,Eleito,ba
UNA,JOANIRA LEITE ALVES,40,Não eleito,ba
URANDI,WARLEI OLIVEIRA DE SOUZA,55,Eleito,ba
URANDI,ABDON MACHADO DA PALMA,10,Não eleito,ba
URUÇUCA,FERNANDA SANTOS DA SILVA,13,Não eleito,ba
URUÇUCA,DAVID CARLOS DA SILVA FARIAS,70,Não eleito,ba
URUÇUCA,MAGNOLIA ANDRADE BARRETO,44,Eleito,ba
UTINGA,ANTONIO RAIMUNDO DA SILVA MUNIZ,55,Não eleito,ba
UTINGA,ATILA SANT ANA KARAOGLAN,45,Eleito,ba
VALENTE,MARCOS ADRIANO DE OLIVEIRA ARAÚJO,55,Não eleito,ba
VALENTE,UBALDINO AMARAL DE OLIVEIRA,70,Eleito,ba
VALENÇA,JUCELIA SOUSA DO NASCIMENTO BARRETO,20,Não eleito,ba
VALENÇA,JAIRO DE FREITAS BAPTISTA,12,Não eleito,ba
VALENÇA,VALDEMAR MELO DA MOTA,77,Não eleito,ba
VALENÇA,MARCOS ANTONIO MEDRADO,43,Eleito,ba
VALENÇA,HILTON COUCEIROS DE MATOS,70,Não eleito,ba
VARZEDO,GILMAR BORBA BITENCOURT,20,Eleito,ba
VARZEDO,GILVANDRO DOS SANTOS,10,Não eleito,ba
VARZEDO,LUIS CARLOS ASSIS ANDRADE,15,Não eleito,ba
VERA CRUZ,IGOR PINHO SANTOS,15,Eleito,ba
VERA CRUZ,WILSON RIBEIRO PEDREIRA FILHO,55,Não eleito,ba
VEREDA,MANRICK GREGÓRIO PRATES TEIXEIRA,70,Eleito,ba
VEREDA,SALVADOR DA ROCHA NONATO,15,Não eleito,ba
VITÓRIA DA CONQUISTA,WALDENOR ALVES PEREIRA FILHO,13,Não eleito,ba
VITÓRIA DA CONQUISTA,MARIA LÚCIA SANTOS ROCHA,15,Não eleito,ba
VITÓRIA DA CONQUISTA,ANA SHEILA LEMOS ANDRADE,44,Não eleito,ba
VITÓRIA DA CONQUISTA,MARCOS ADRIANO CARDOSO DE OLIVEIRA,70,Não eleito,ba
VÁRZEA DA ROÇA,JOILMA REIS RIOS,15,Não eleito,ba
VÁRZEA DA ROÇA,DANILLO SANTOS SALES RIOS,65,Eleito,ba
VÁRZEA DA ROÇA,JAMILSON NUNES ARAUJO,55,Não eleito,ba
VÁRZEA DO POÇO,SODEVAL RIBEIRO DA CUNHA,65,Não eleito,ba
VÁRZEA DO POÇO,EVERSON MARCOS MATT,44,Eleito,ba
VÁRZEA NOVA,RIZIA NAIARA ARAUJO MARQUES,40,Não eleito,ba
VÁRZEA NOVA,DAIANE SEVERINA PEREIRA,65,Eleito,ba
WAGNER,MILLENA HUNGRIA DE SOUSA,10,Não eleito,ba
WAGNER,EDMILSON PEREIRA SILVA,13,Não eleito,ba
WAGNER,THIAGO ROCHA LADEIA,70,Eleito,ba
WAGNER,NATA GARCIA HORA,55,Não eleito,ba
WANDERLEY,RICARDO DANILO MENDONÇA DE SOUZA,55,Não eleito,ba
WANDERLEY,CAMARGO ANTÔNIO PINTO CRISOSTOMO,70,Eleito,ba
WENCESLAU GUIMARÃES,ANTONIO DOS REIS LOPES JUNIOR,70,Não eleito,ba
WENCESLAU GUIMARÃES,BENEDITO GABRIEL DE ANDRADE GOMES,15,Eleito,ba
XIQUE-XIQUE,SIMONE COSMO DA SILVA,13,Não eleito,ba
XIQUE-XIQUE,RENAN PINTO DANTAS BRAGA,15,Eleito,ba
ÁGUA FRIA,RENAN ARAUJO BARROS,55,Eleito,ba
ÁGUA FRIA,WAGNER CARNEIRO RIBEIRO,13,Não eleito,ba
ÉRICO CARDOSO,ERIVELTON ANTONIO DA SILVA,70,Não eleito,ba
ÉRICO CARDOSO,ERALDO FÉLIX DA SILVA,10,Eleito,ba
ABAIARA,ANGELO FURTADO SAMPAIO,13,Eleito,ce
ABAIARA,FRANCISCO ELISEU MOREIRA FILHO,12,Não eleito,ce
