municipio,nome,numero,situacao,estado
FRANCA,JONAS MOREIRA DE CARVALHO,33,Não eleito,sp
FRANCA,GUILHERME DA COSTA AGUIAR CORTEZ,50,Não eleito,sp
FRANCA,JOÃO PEDRO SILVEIRA SOUZA SCARPANTI DINIZ,29,Não eleito,sp
FRANCA,MARIANA NEGRI VIDOTTI AMORIM,13,Não eleito,sp
FRANCA,ALEXANDRE AUGUSTO FERREIRA,15,2º turno,sp
FRANCA,JOÃO BATISTA ROCHA,22,2º turno,sp
FRANCA,MARCO AURELIO UBIALI,40,Não eleito,sp
FRANCISCO MORATO,ILDO DA SILVA GUSMÃO,10,Eleito,sp
FRANCISCO MORATO,JAQUELINE ALVES FREIRE DE CAMPOS,50,Não eleito,sp
FRANCISCO MORATO,GLEDSON DOUGLAS SIQUEIRA CAVALCANTE,15,Não eleito,sp
FRANCO DA ROCHA,MARCUS BRANDINO CELEGUIM DE MORAIS,13,Não eleito,sp
FRANCO DA ROCHA,VALDIR JOSE DA SILVA,15,Não eleito,sp
FRANCO DA ROCHA,LORENA RODRIGUES DE OLIVEIRA,77,Eleito,sp
GABRIEL MONTEIRO,JOSE FERREIRA DOS SANTOS,40,Não eleito,sp
GABRIEL MONTEIRO,BELQUIOR SOARES DE AZEVEDO,44,Não eleito,sp
GABRIEL MONTEIRO,RENEE CREMA VIDOTO,45,Eleito,sp
GARÇA,ADHEMAR KEMP MARCONDES DE MOURA,10,Não eleito,sp
GARÇA,JOSÉ ALCIDES FANECO,22,Eleito,sp
GARÇA,DEYSE REGINA SERAPIÃO GREJO,55,Não eleito,sp
GARÇA,JOÃO MARCOS GUSMAN ANELLI,40,Não eleito,sp
GASTÃO VIDIGAL,DANIEL GUARNIERI CRIADO,11,Eleito,sp
GASTÃO VIDIGAL,SEBASTIAO FELISBERTO FERNANDES,55,Não eleito,sp
GAVIÃO PEIXOTO,GUSTAVO MARTINS PICCOLO,12,Não eleito,sp
GAVIÃO PEIXOTO,ADRIANO MARÇAL DA SILVA,55,Eleito,sp
GENERAL SALGADO,THIAGO FRANCISQUINI VIANA,44,Eleito,sp
GENERAL SALGADO,MAURO GILBERTO FANTINI,55,Não eleito,sp
GENERAL SALGADO,RAMIRO MURILO DE SOUZA,40,Não eleito,sp
GENERAL SALGADO,ANDRE NEVES CARVALHO,50,Não eleito,sp
GETULINA,FRANCISCO RODRIGUES JUNIOR,12,Não eleito,sp
GETULINA,MARIO TADEU CELESTINO RIBEIRO,22,Eleito,sp
GLICÉRIO,HAIRTON KELSINE CARVALHO OLIVEIRA,55,Eleito,sp
GLICÉRIO,ENÉAS XAVIER DA CUNHA,15,Não eleito,sp
GLICÉRIO,MANOEL JUNIOR DOS SANTOS ARAUJO,44,Não eleito,sp
GUAIMBÊ,ALBERTINO DOMINGUES BRANDÃO,40,Não eleito,sp
GUAIMBÊ,MARCIA HELENA PEREIRA CABRAL ACHILLES,55,Eleito,sp
GUAIÇARA,FLAVIA RAMOS BITTENCOURT LEÃO CABRAL,40,Eleito,sp
GUAIÇARA,LUCAS CRISTIAN FERNANDES,10,Não eleito,sp
GUAIÇARA,JOSE MONTEIRO DA SILVA,22,Não eleito,sp
GUAIÇARA,LEONEL ALVES PRADO,45,Não eleito,sp
GUAPIARA,CANDIDO ROBERTO DE SAMPAIO JUNIOR,20,Não eleito,sp
GUAPIARA,JOSÉ MATHEUS RODOLFO DE FREITAS,11,Eleito,sp
GUAPIARA,JOAO CARLOS MENK,55,Não eleito,sp
GUAPIAÇU,CARLOS CESAR ZAITUNE,45,Eleito,sp
GUAPIAÇU,ALEXANDRA ASSUMPÇÃO FONSECA,18,Não eleito,sp
GUAPIAÇU,JEAN CARLOS VETORASSO,55,Não eleito,sp
GUARACI,RENATO AZEDA RIBEIRO DE AGUIAR,23,Eleito,sp
GUARANI D&apos;OESTE,GENIVALDO LACERDA DA SILVA,10,Não eleito,sp
GUARANI D&apos;OESTE,VALDIR FLORIAN FRANCISCO,44,Não eleito,sp
GUARANI D&apos;OESTE,EDMILSON PIRES DO CARMO,55,Eleito,sp
GUARANI D&apos;OESTE,PAULO CÉSAR RIBEIRO DE SOUZA,45,Não eleito,sp
GUARANTÃ,MARCOS ROBERTO FRUGERI,15,Eleito,sp
GUARANTÃ,MARIA CRISTINA VILARRUBIA INOUE,40,Não eleito,sp
GUARARAPES,CÉSAR DA LUZ GUEDES,18,Não eleito,sp
GUARARAPES,ALEX PERAMO DE ARRUDA,15,Eleito,sp
GUARARAPES,EDENILSON DE ALMEIDA,55,Não eleito,sp
GUARARAPES,EVANDRO GONÇALVES PESSOA,22,Não eleito,sp
GUARAREMA,JESSIANE IARA DA SILVA,10,Não eleito,sp
GUARAREMA,JOSÉ LUIZ EROLES FREIRE,22,Eleito,sp
GUARAREMA,LUIZ ALVES PEREIRA,12,Não eleito,sp
GUARAREMA,JOAO AUGUSTO DA SILVA,40,Não eleito,sp
GUARATINGUETÁ,ANTONIO GILBERTO FILIPPO FERNANDES JUNIOR,55,Eleito,sp
GUARATINGUETÁ,THALES VARGAS GAYEAN,50,Não eleito,sp
GUARATINGUETÁ,FÁBIO SELLES RIBEIRO,13,Não eleito,sp
GUARATINGUETÁ,REGIS LEANDRO YASUMURA,22,Não eleito,sp
GUARATINGUETÁ,DANIELE KARINE DIAS DE OLIVEIRA,10,Não eleito,sp
GUARAÇAÍ,AIRTON JOSÉ GOMES,55,Eleito,sp
GUARAÇAÍ,MARCOS AURELIO MION,10,Não eleito,sp
GUAREÍ,JOAO BATISTA DE ALMEIDA,10,Não eleito,sp
GUAREÍ,REINALDO VICENTE DE SOUZA,40,Eleito,sp
GUAREÍ,FABIO APARECIDO DE BARROS,22,Não eleito,sp
GUAREÍ,EDSON DO CARMO NUNES PEREIRA,11,Não eleito,sp
GUARIBA,FRANCISCO DIAS MANCANO JUNIOR,55,Eleito,sp
GUARIBA,JOSE DE ANCHIETA ROCHA JUNIOR,40,Não eleito,sp
GUARUJÁ,RAPHAEL VITIELLO SILVA,11,2º turno,sp
GUARUJÁ,JOSÉ MANOEL FERREIRA GONÇALVES,50,Não eleito,sp
GUARUJÁ,FARID SAID MADI,20,2º turno,sp
GUARUJÁ,CLAUDIO FERNANDO DE AGUIAR,30,Não eleito,sp
GUARUJÁ,MARCELO PEPE DOS SANTOS,40,Não eleito,sp
GUARUJÁ,THAÍS MARGARIDO ALENCAR,44,Não eleito,sp
GUARUJÁ,RONALD LUIZ NICOLACI FINCATTI,22,Não eleito,sp
GUARUJÁ,ROGERIO SILVA PEDRO,28,Não eleito,sp
GUARUJÁ,SIDNEI ARANHA,65,Não eleito,sp
GUARULHOS,JORGE WILSON GONCALVES DE MATTOS,10,Não eleito,sp
GUARULHOS,ALENCAR SANTANA BRAGA,13,Não eleito,sp
GUARULHOS,LUCAS SANCHES PROMESSIA,22,2º turno,sp
GUARULHOS,WALDOMIRO CARLOS RAMOS,40,Não eleito,sp
GUARULHOS,MÁRCIO MASSAMI NAKASHIMA,12,Não eleito,sp
GUARULHOS,ELÓI ALFREDO PIETÁ,77,2º turno,sp
GUARÁ,TÚLIO DE MATTOS FIGUEIREDO,20,Não eleito,sp
GUARÁ,FERNANDO CARLOS JOAQUIM,13,Não eleito,sp
GUARÁ,VINICIUS MAGNO FILGUEIRA,55,Não eleito,sp
GUATAPARÁ,AILTON APARECIDO DA SILVA,15,Eleito,sp
GUATAPARÁ,GILDEMIR DE SOUZA,55,Não eleito,sp
GUATAPARÁ,MARIA ANGELA LAURENTINO DO PRADO,11,Não eleito,sp
GUAÍRA,MARCIA ANGELICA VIEIRA,13,Não eleito,sp
GUAÍRA,ANTONIO MANOEL DA SILVA JUNIOR,10,Eleito,sp
GUAÍRA,MARCIO JOSE BENTO,22,Não eleito,sp
GUZOLÂNDIA,LUIZ ANTONIO PEREIRA DE CARVALHO,15,Não eleito,sp
GUZOLÂNDIA,MARCIO LUÍS CARDOSO,55,Não eleito,sp
GÁLIA,GIOVANI CANDIDO DE OLIVEIRA,22,Não eleito,sp
GÁLIA,JOSE SILVINO ZANIBONI JUNIOR,11,Eleito,sp
GÁLIA,ANA MARIA BORTOLETTO RIVABEN,55,Não eleito,sp
HERCULÂNDIA,AMARILDO APARECIDO FERNANDES,22,Não eleito,sp
HERCULÂNDIA,RICHARDSON BRANCO NUNES,55,Não eleito,sp
HERCULÂNDIA,PAULO SERGIO DE OLIVEIRA,11,Eleito,sp
HOLAMBRA,FERNANDO HENRIQUE CAPATO,55,Eleito,sp
HORTOLÂNDIA,GEORGE JULIEN BURLANDY,22,Não eleito,sp
HORTOLÂNDIA,ELIANE APARECIDA GARCIA,50,Não eleito,sp
HORTOLÂNDIA,JOSE NAZARENO ZEZE GOMES,10,Eleito,sp
HORTOLÂNDIA,ALINE NUNES DE JESUS FALANGO,27,Não eleito,sp
HORTOLÂNDIA,ANTÔNIO MEIRA,44,Não eleito,sp
IACANGA,APARECIDA DE FÁTIMA PINHEIRO,10,Eleito,sp
IACANGA,LUIZ QUEQUIM NETO,15,Não eleito,sp
IACRI,CLEBER ROGERIO CERBANTES PANHOZZI,22,Eleito,sp
IACRI,ALESANDRA LEAL FERREIRA,45,Não eleito,sp
IACRI,GENILSON DE JESUS SILVA,70,Não eleito,sp
IARAS,MARCOS JOSE ROSA,10,Não eleito,sp
IARAS,MARILUCIA PEREIRA DE SOUZA,13,Não eleito,sp
IARAS,PATRICK HERNANDES MORALES,55,Eleito,sp
IBATÉ,HORACIO CARMO SANCHEZ,45,Não eleito,sp
IBATÉ,STEIGUE JONES RONCHINI FACCIO,10,Não eleito,sp
IBATÉ,RONALDO RODRIGO VENTURI,55,Eleito,sp
IBIRAREMA,SIMONE MATIAS RODRIGUES,10,Não eleito,sp
IBIRAREMA,JOSE BENEDITO CAMACHO,55,Eleito,sp
IBIRAREMA,EMERSON ADOLFO DE GOES,22,Não eleito,sp
IBIRAREMA,MATEUS ALEXANDRE CAVUTO,11,Não eleito,sp
IBIRÁ,NIVALDO DOMINGOS NEGRÃO,10,Eleito,sp
IBIRÁ,JOSE ERNESTO TAVARES,22,Não eleito,sp
IBITINGA,ANTONIO CARLOS FEITOSA,15,Não eleito,sp
IBITINGA,MARCO ANTÔNIO DA FONSECA,11,Não eleito,sp
IBITINGA,EDSON FERNANDO INÁCIO,20,Não eleito,sp
IBITINGA,FRAUZO RUIZ SANCHES,10,Não eleito,sp
IBITINGA,JOSÉ GERALDO FÁBIO,13,Não eleito,sp
IBITINGA,FLORISVALDO ANTONIO FIORENTINO,55,Eleito,sp
IBITINGA,DANIELA CRISTINA SOUZA BRANCO DE ROSA,44,Não eleito,sp
IBIÚNA,MARIO PIRES DE OLIVEIRA FILHO,10,Eleito,sp
IBIÚNA,ALLEPHY JHONATTA ZANATTA,13,Não eleito,sp
IBIÚNA,RENAN ELIAS GODINHO,20,Não eleito,sp
IBIÚNA,ADILSON RIBEIRO,44,Não eleito,sp
IBIÚNA,PAULO KENJI SASAKI,22,Não eleito,sp
ICÉM,OSCAR LUIZ CORREA CUNHA,15,Não eleito,sp
ICÉM,APARECIDA SALISSO,22,Eleito,sp
ICÉM,MANOEL RIBEIRO BRAGA JUNIOR,70,Não eleito,sp
ICÉM,ANA MARIA BORGES MESQUITA,77,Não eleito,sp
IEPÊ,MARTA PATRICIA STONIS DA COSTA,44,Eleito,sp
IEPÊ,IRAPUAN SIQUEIRA SOUSA,55,Não eleito,sp
IGARAPAVA,JOSÉ HUMBERTO LACERDA RODRIGUES,10,Eleito,sp
IGARAPAVA,CESAR LUIS FUZATTO,13,Não eleito,sp
IGARAPAVA,NILVA MARIA PIMENTEL,55,Não eleito,sp
IGARAPAVA,VILSON TIAGO KIKUICHI,15,Não eleito,sp
IGARATÁ,ELZO ELIAS DE OLIVEIRA SOUZA,22,Não eleito,sp
IGARATÁ,OSMAR BENEDITO PRIANTE,25,Não eleito,sp
IGARATÁ,GABRIEL GOMES PRIANTI DE JESUS,10,Eleito,sp
IGARAÇU DO TIETÊ,CARLOS ALBERTO VARASQUIM,15,Eleito,sp
IGARAÇU DO TIETÊ,EDUARDO APARECIDO COSTA DE OLIVEIRA,40,Não eleito,sp
IGARAÇU DO TIETÊ,RICARDO VERPA COSTA DA SILVA,55,Não eleito,sp
IGUAPE,CHRISTIAN FORATI SILVA,22,Não eleito,sp
IGUAPE,SALVADOR JOSÉ BARBOSA JUNIOR,44,Eleito,sp
ILHA COMPRIDA,ISRAEL RAIMUNDO DOS SANTOS,50,Não eleito,sp
ILHA COMPRIDA,MILTON CARLOS DOS SANTOS,13,Não eleito,sp
ILHA COMPRIDA,RICARDO OLIVEIRA RAGNI DE CASTRO LEITE,22,Não eleito,sp
ILHA COMPRIDA,MARISTELA OSÓRIO DE MARQUES CARDONA,10,Eleito,sp
ILHA COMPRIDA,RODRIGO DAMACENO PEREIRA,20,Não eleito,sp
ILHA SOLTEIRA,DILSON CESAR MOREIRA JACOBUCCI,20,Não eleito,sp
ILHA SOLTEIRA,RODRIGO BATISTA GONÇALVES,22,Eleito,sp
ILHA SOLTEIRA,EMANUEL WENDEBORN ZINEZI RODRIGUES,15,Não eleito,sp
ILHABELA,MANOEL MARCOS DE JESUS FERREIRA,55,Não eleito,sp
ILHABELA,RONALDO ELIAS MARIANO,35,Não eleito,sp
ILHABELA,DIANA MATARAZZO FALCÃO DE ALMEIDA,20,Não eleito,sp
ILHABELA,ANTONIO LUIZ COLUCCI,22,Eleito,sp
ILHABELA,JULIANA DE PAULA LOURO TENÓRIO,44,Não eleito,sp
INDAIATUBA,BRUNO AREVALO GANEM,20,Não eleito,sp
INDAIATUBA,MARIA ISABEL ZANZOTTI DE OLIVEIRA,13,Não eleito,sp
INDAIATUBA,CUSTÓDIO TAVARES DIAS NETO,15,Eleito,sp
INDAIATUBA,FABIO SILVA BEZERRA,16,Não eleito,sp
INDIANA,CELEIDE APARECIDA FLORIANO,44,Não eleito,sp
INDIANA,WHESLEN THIEGO SCAIONE CACHOEIRA,11,Eleito,sp
INDIANA,JOSE APARECIDO DO NASCIMENTO,25,Não eleito,sp
INDIANA,THOMAS RIEL POLETTO MARCHESI,10,Não eleito,sp
INDIAPORÃ,BERNADETE APARECIDA SANTANA RIBEIRO SPONQUIADO,10,Eleito,sp
INDIAPORÃ,EUDES VERAS GOMES,20,Não eleito,sp
INÚBIA PAULISTA,FERNANDO ROSSI,55,Eleito,sp
IPAUSSU,LUIZ CARLOS SOUTO,55,Eleito,sp
IPAUSSU,ANA PAULA CANDIDO,10,Não eleito,sp
IPERÓ,LEONARDO ROBERTO FOLIM,55,Eleito,sp
IPEÚNA,DIEGO HERON PINHEIRO,22,Não eleito,sp
IPEÚNA,MARIA LUISA ZANONI PRATA,55,Eleito,sp
IPIGUÁ,LUIZ ANTONIO CASSIANO,22,Não eleito,sp
IPIGUÁ,GETÚLIO JOSE DE SOUZA,20,Não eleito,sp
IPIGUÁ,EFRAIM GARCIA LOPES,55,Eleito,sp
IPIGUÁ,EMILIO PAZIANOTO,10,Não eleito,sp
IPORANGA,MARCOS DOS SANTOS DOMINGOS,44,Eleito,sp
IPORANGA,ALESSANDRO MENDES RODRIGUES,55,Não eleito,sp
IPUÃ,ITAMAR ROMUALDO JÚNIOR,23,Não eleito,sp
IPUÃ,RONYWERTON MARCELO ALVES PEREIRA,10,Eleito,sp
IRACEMÁPOLIS,NELITA CRISTINA MICHEL FRANCESCHINI,22,Eleito,sp
IRACEMÁPOLIS,DENISE CALICE MARTIN,55,Não eleito,sp
IRAPURU,ADEMAR CALEGÃO,10,Eleito,sp
IRAPURU,MÁRCIO MASAYUKI IDIE,55,Não eleito,sp
IRAPURU,ROSA PEDROZA CARVALHO DE OLIVEIRA CICERO,45,Não eleito,sp
IRAPUÃ,ANTONIO JOSE DIONISIO,25,Não eleito,sp
IRAPUÃ,RENI APARECIDA DA SILVA,55,Eleito,sp
ITABERÁ,CÉLIO RONALDO GOMES DE LIMA,45,Eleito,sp
ITABERÁ,ITAMAR DA SILVA GONÇALVES,55,Não eleito,sp
ITAJOBI,PAULO CESAR HUBACH,45,Não eleito,sp
ITAJOBI,VALDINEI APARECIDO ROQUE,55,Não eleito,sp
ITAJOBI,SIDIOMAR UJAQUE,22,Eleito,sp
ITAJU,JERRI DE SOUZA NEIVA,55,Eleito,sp
ITAJU,PAULO JOSE LOPES JUNIOR,22,Não eleito,sp
ITANHAÉM,JOÃO CARLOS FORSSELL NETO,43,Não eleito,sp
ITANHAÉM,MARCO AURÉLIO GOMES DOS SANTOS,22,Não eleito,sp
ITANHAÉM,POLIANA FÉ DO NASCIMENTO,50,Não eleito,sp
ITANHAÉM,TIAGO RODRIGUES CERVANTES,10,Eleito,sp
ITANHAÉM,SILVIO CESAR DE OLIVEIRA,30,Não eleito,sp
ITAOCA,FREDERICO DIAS BATISTA,22,Eleito,sp
ITAOCA,EZIQUIEL BATISTA FORTES,55,Não eleito,sp
ITAPECERICA DA SERRA,JORGE JOSÉ DA COSTA,55,Não eleito,sp
ITAPECERICA DA SERRA,LUCIANA BARBOSA DO NASCIMENTO,13,Não eleito,sp
ITAPECERICA DA SERRA,FRANCISCO TADAO NAKANO,22,Não eleito,sp
ITAPECERICA DA SERRA,JONES DONIZETTE SOBRINHO,10,Não eleito,sp
ITAPECERICA DA SERRA,RAMON PIRES CORSINI,44,Eleito,sp
ITAPECERICA DA SERRA,ADRIANA MARIA MADEIRA ABELHÃO,50,Não eleito,sp
ITAPETININGA,OSMAR THIBES DO CANTO JUNIOR,45,Não eleito,sp
ITAPETININGA,MILTON DE OLIVEIRA JUNIOR,22,Não eleito,sp
ITAPETININGA,JEFERSON RODRIGO BRUN,10,Eleito,sp
ITAPETININGA,PAULA RODRIGUES GRANATO,43,Não eleito,sp
ITAPEVA,JEFERSON MODESTO SILVA,22,Não eleito,sp
ITAPEVA,ADRIANA DUCH MACHADO,15,Eleito,sp
ITAPEVA,LUCICLÉIA DE SIQUEIRA RODRIGUES SCHREINER,44,Não eleito,sp
ITAPEVA,VANESSA VALÉRIO DE ALMEIDA SILVA,10,Não eleito,sp
ITAPEVI,MARCOS FERREIRA GODOY,20,Eleito,sp
ITAPEVI,CAMILA GODOI DA SILVA RODRIGUES,40,Não eleito,sp
ITAPIRA,DJALMA DE OLIVEIRA,22,Não eleito,sp
ITAPIRA,FIRMINO SANCHES FILHO,33,Não eleito,sp
ITAPIRA,SÔNIA DE FATIMA CALIDONE,13,Não eleito,sp
ITAPIRA,ANTONIO HÉLIO NICOLAI,55,Eleito,sp
ITAPIRAPUÃ PAULISTA,JULIO CESAR DO AMARAL,55,Eleito,sp
ITAPIRAPUÃ PAULISTA,LUIZ GONZAGA DIAS SOBRINHO,13,Não eleito,sp
ITAPORANGA,FABIO BRUNO GURGEL BENINI,40,Eleito,sp
ITAPORANGA,CARLOS ALBERTO DE OLIVEIRA,11,Não eleito,sp
ITAPORANGA,CARLOS ALBERTO GONÇALVES PRESTES,13,Não eleito,sp
ITAPURA,SERGINO DA SILVA PRADO,55,Eleito,sp
ITAPURA,JOÃO FRANCISCO MARTINS DE SANTANA,22,Não eleito,sp
ITAPURA,ANTENOR DE OLIVEIRA FILHO,13,Não eleito,sp
ITAPUÍ,DAYANE THOMAZI MAIA,15,Não eleito,sp
ITAPUÍ,ANDERSON JOSE PILAO,22,Não eleito,sp
ITAPUÍ,MARIA CLELIA VIARO PICHELLI,55,Eleito,sp
ITAQUAQUECETUBA,EDUARDO BOIGUES QUEROZ,22,Eleito,sp
ITAQUAQUECETUBA,ADRIANA APARECIDA FELIX,12,Não eleito,sp
ITAQUAQUECETUBA,ARMANDO TAVARES FILHO,77,Não eleito,sp
ITAQUAQUECETUBA,FABIANO SOARES DOS SANTOS LIMA,13,Não eleito,sp
ITARARÉ,JOÃO JORGE FADEL FILHO,11,Eleito,sp
ITARARÉ,FERNANDO HENRIQUE DA SILVA,22,Não eleito,sp
ITARARÉ,YAGO FELIPE FERREIRA RAPOSO,55,Não eleito,sp
ITARARÉ,EDICLEI COSTA LUZ,27,Não eleito,sp
ITARIRI,MARCELO BRITTO,44,Não eleito,sp
ITARIRI,ALVARO MARTINS ROCHA,55,Não eleito,sp
ITARIRI,CARLOS ROCHA RIBEIRO,22,Eleito,sp
ITARIRI,ROBSON JOSE DIAS,13,Não eleito,sp
ITATIBA,VALTER LUIZ LARA,13,Não eleito,sp
ITATIBA,THOMÁS ANTONIO CAPELETTO DE OLIVEIRA,55,Eleito,sp
ITATIBA,DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA,12,Não eleito,sp
ITATINGA,PAULO HENRIQUE DE OLIVEIRA ROQUE,22,Eleito,sp
ITATINGA,LEONARDO ROCHA ZANARDO,25,Não eleito,sp
ITATINGA,REGINALDO PEDROSO DE ALMEIDA,40,Não eleito,sp
ITATINGA,ALINE FERNANDA SANTIAGO ARAUJO,55,Não eleito,sp
ITAÍ,JOSE RAMIRO ANTUNES DO PRADO,11,Eleito,sp
ITAÍ,EDUARDO VIEIRA,40,Não eleito,sp
ITAÍ,PHILIPPE MAZZI DA SILVA,10,Não eleito,sp
ITAÍ,GERALDO JOSE MICHELIN,13,Não eleito,sp
ITIRAPINA,SANDRA VALERIA RODRIGUES DE OLIVEIRA,13,Não eleito,sp
ITIRAPINA,IVANIR PEDRO SANTINI,20,Não eleito,sp
ITIRAPINA,JOSÉ MARIA CANDIDO,15,Não eleito,sp
ITIRAPINA,MARIA DA GRAÇA ZUCCHI MORAES,55,Eleito,sp
ITIRAPUÃ,GERSON LUIZ ALVES,55,Eleito,sp
ITIRAPUÃ,DANIEL ANTONIO FERREIRA,10,Não eleito,sp
ITOBI,ANTONIO ELIAS FILHO,40,Não eleito,sp
ITOBI,MARCOS EDUARDO URBANO,44,Não eleito,sp
ITOBI,MARCOS ESCAMES FÉLIX DA SILVA,20,Não eleito,sp
ITOBI,JOAQUIM CÂNDIDO FILHO,15,Eleito,sp
ITU,ANDERSON APARECIDO DA SILVA,13,Não eleito,sp
ITU,MATHEUS NOGUEIRA COSTA,55,Não eleito,sp
ITU,GILMAR DIAS PEREIRA,11,Não eleito,sp
ITU,HERCULANO CASTILHO PASSOS JUNIOR,10,Eleito,sp
ITU,RODRIGO AUGUSTO MORAES,22,Não eleito,sp
ITUPEVA,ROGÉRIO CAVALIN,15,Eleito,sp
ITUPEVA,OCIMAR POLLI,22,Não eleito,sp
ITUPEVA,CAETANO RODRIGUES FILHO,13,Não eleito,sp
ITUPEVA,RENATO FERREIRA DE ANDRADE,40,Não eleito,sp
ITUVERAVA,LUIZ ANTÔNIO DE ARAÚJO,10,Eleito,sp
ITUVERAVA,PEDRO CESAR GALASSI,55,Não eleito,sp
ITUVERAVA,MARCOS ADVINCULA JOAZEIRO,77,Não eleito,sp
ITÁPOLIS,FERNANDA DE MENDONÇA ORTEGA,50,Não eleito,sp
ITÁPOLIS,VLADIMIR DO CARMO REGGIANI,22,Eleito,sp
ITÁPOLIS,RODRIGO FERNANDO NOVELLI,10,Não eleito,sp
ITÁPOLIS,JULIANE DOS SANTOS GRECCO,15,Não eleito,sp
JABORANDI,SILVIO VAZ DE ALMEIDA,20,Eleito,sp
JABOTICABAL,ADRIANO EZEQUIEL FONSECA,13,Não eleito,sp
JABOTICABAL,ADRIANA APARECIDA MIALICHI HORI,55,Não eleito,sp
JABOTICABAL,JOÃO ROBERTO DA SILVA,18,Não eleito,sp
JABOTICABAL,EMERSON RODRIGO CAMARGO,15,Eleito,sp
JABOTICABAL,NELSON DOS SANTOS GIMENEZ,22,Não eleito,sp
JACAREÍ,ADILSON DOS SANTOS,16,Não eleito,sp
JACAREÍ,DIOBEL DE LIMA FERNANDES,15,Não eleito,sp
JACAREÍ,HAMILTON RIBEIRO MOTA,13,Não eleito,sp
JACAREÍ,LUIS FERNANDO MASSARI,44,Não eleito,sp
JACAREÍ,RODRIGO SALOMON BATISTA DE DOMINICIS,55,Não eleito,sp
JACAREÍ,CELSO FLORÊNCIO DE SOUZA,22,Eleito,sp
JACI,VALÉRIA PERPÉTUO GUIMARÃES HENRIQUE,10,Eleito,sp
JACI,FRANK HULDER DE OLIVEIRA,44,Não eleito,sp
JACUPIRANGA,ROBERTO CARLOS GARCIA,22,Não eleito,sp
JACUPIRANGA,ROBERTO CARLOS VIEIRA,13,Não eleito,sp
JACUPIRANGA,JOÃO BATISTA DE ANDRADE,10,Eleito,sp
JACUPIRANGA,IVAN MARQUES DA SILVA,20,Não eleito,sp
JACUPIRANGA,CLÁUDIO ROGÉRIO CHAVES LÁZARO,55,Não eleito,sp
JAGUARIÚNA,ALEXSANDER AMARAL RIBEIRO,40,Não eleito,sp
JAGUARIÚNA,ERIVELTON MARCOS PROENCIO,30,Não eleito,sp
JAGUARIÚNA,JOSÉ EDUARDO CORRÊA,33,Não eleito,sp
JAGUARIÚNA,DAVID HILARIO NETO,11,Eleito,sp
JAGUARIÚNA,RITA DE CASSIA NASCIMENTO,13,Não eleito,sp
JALES,JOSÉ LUIZ PENARIOL,27,Não eleito,sp
JALES,LUIS HENRIQUE DOS SANTOS MOREIRA,22,Eleito,sp
JAMBEIRO,ROSANGELA MARIA ALMEIDA MACHADO,22,Não eleito,sp
JAMBEIRO,ARIES MARIOTO FERREIRA,11,Eleito,sp
JAMBEIRO,MARIA DAS GRAÇAS DE TOLEDO,55,Não eleito,sp
JANDIRA,PAULO BURURU HENRIQUE BARJUD,13,Não eleito,sp
JANDIRA,JOSENILDO RIBEIRO DE FREITAS,22,Não eleito,sp
JANDIRA,PAULO FERNANDO BARUFI DA SLVA,44,Não eleito,sp
JANDIRA,HENRI HAJIME SATO,55,Eleito,sp
JARDINÓPOLIS,AMAURI PEGORARO,11,Não eleito,sp
JARDINÓPOLIS,WALTER GUSTAVO DA SILVA,22,Não eleito,sp
JARDINÓPOLIS,ANTONIO CARLOS DEGAN,15,Eleito,sp
JARINU,EVERTON DONIZETTI LORENCINI,40,Não eleito,sp
JARINU,DÉBORA CRISTINA DO PRADO BELINELLO,55,Eleito,sp
JARINU,MALBA TANIA RODRIGUES ABRANTES COELHO GOMES,20,Não eleito,sp
JARINU,WAGNER TEGON,22,Não eleito,sp
JAÚ,PAULO ROMEIRO DE ALMEIDA SOARES,20,Não eleito,sp
JAÚ,JORGE IVAN CASSARO,55,Eleito,sp
JAÚ,LAURO CARLOS PACHECO,50,Não eleito,sp
JAÚ,ALEXANDRE PEREIRA DA SILVA,13,Não eleito,sp
JERIQUARA,ELAINE PINHEIRO DE PAULA MANSANO GARCIA,15,Eleito,sp
JERIQUARA,ANA CRISTINA FERREIRA DE SOUZA BORGES,55,Não eleito,sp
JOANÓPOLIS,MAURO APARECIDO GARCIA BANHOS,44,Não eleito,sp
JOANÓPOLIS,ADAUTO BATISTA DE OLIVEIRA,55,Não eleito,sp
JOANÓPOLIS,CRISTIANO BENEDITO,10,Eleito,sp
JOANÓPOLIS,GEIZA MIRELA COSTA,22,Não eleito,sp
JOSÉ BONIFÁCIO,MARCELO CATARUCI DE ALMEIDA,55,Eleito,sp
JOSÉ BONIFÁCIO,FELIPE CARUSI FILHO,11,Não eleito,sp
JOSÉ BONIFÁCIO,JOZELISE ROSANE SOMENZI CALGARO,12,Não eleito,sp
JOSÉ BONIFÁCIO,CASSIO ELMO GONCALVES GALLO,15,Não eleito,sp
JOÃO RAMALHO,ADELMO ALVES,10,Não eleito,sp
JOÃO RAMALHO,DIRCE DA CONCEICAO BUBOLA VALEJO,45,Eleito,sp
JUMIRIM,DANIEL VIEIRA,55,Eleito,sp
JUNDIAÍ,SILAS ALVES FEITOSA,28,Não eleito,sp
JUNDIAÍ,RICARDO ALEXANDRE DE ALMEIDA BOCALON,40,Não eleito,sp
JUNDIAÍ,GUSTAVO MARTINELLI,44,2º turno,sp
